Date dd/mm/yyyy,Startup Name,Industry Vertical,Location,Investors Name,InvestmentnType,Amount in USD
16/05/2016,BedBathMore,Consumer Internet,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity,0.0
17/05/2016,Murgency,Consumer Internet,Mumbai,Rata Tata,Private Equity,0.0
17/05/2016,Crownit,Consumer Internet,Gurgaon,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity,0.0
17/05/2016,Blinge,eCommerce,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,0.0
18/05/2016,TheSmartQ,Consumer Internet,Bengaluru,YourNest Angel Fund,Seed Funding,12.429216196844383
18/05/2016,PurpleHealth,Consumer Internet,Multiple Cities,Katabole Technology Venture,Seed Funding,11.512925464970229
18/05/2016,Fundamentor,Education,Pune,Subramanya SV,Seed Funding,0.0
18/05/2016,EduPristine,Education,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,16.11809565095832
18/05/2016,BhiveWorkspace,Reality,Bengaluru,Blume Ventures,Private Equity,13.815510557964274
18/05/2016,Parentlane,Consumer Internet,Bengaluru,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,0.0
19/05/2016,Appie,Consumer Internet,Mumbai,Undisclosed investors,Seed Funding,13.815510557964274
19/05/2016,Niki.ai,Technology,Bengaluru,Ratan Tata,Private Equity,0.0
19/05/2016,TaxiVaxi,Consumer Internet,New Delhi,Undisclosed HNIs,Seed Funding,13.122363377404328
19/05/2016,Veqta,Consumer Internet,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding,13.122363377404328
20/05/2016,i2ifunding,Consumer Internet,Noida,Undisclosed Investors,Seed Funding,12.611537753638338
23/05/2016,EduRev,Consumer Internet,Gurgaon,Pradeep Reddy Kamasan,Seed Funding,0.0
23/05/2016,Hoppingo,Consumer Internet,New Delhi,vCommission,Seed Funding,11.396391648714276
24/05/2016,Eatonomist,Consumer Internet,Gurgaon,MCube Capital Advisors Pvt Ltd,Seed Funding,0.0
24/05/2016,Goalwise,Consumer Internet,Bengaluru,Undisclosed HNIs,Seed Funding,13.815510557964274
25/05/2016,Roast,Consumer Internet,New Delhi,Indian Angel Network,Seed Funding,0.0
25/05/2016,Address Health,Healthcare,Bengaluru,Gray Matters Capital,Private Equity,14.22097566607244
25/05/2016,Arcatron Mobility,Technology,Pune,Sudhir Mehta,Seed Funding,11.512925464970229
25/05/2016,SheThePeople,Consumer Internet,New Delhi,Anand Mahindra,Seed Funding,0.0
26/05/2016,Cleartax,Consumer Internet,Bengaluru,"FF Angel, Sequoia Capital",Private Equity,14.508657738524219
26/05/2016,Consure Medical,Healthcare,New Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,0.0
26/05/2016,mChamp,Consumer Internet,New Delhi,MoMagic Technologies,Seed Funding,13.071070083016778
27/05/2016,Pianta,Consumer Internet,Bengaluru,"Kunal Shah, Sandeep Tandon",Seed Funding,0.0
30/05/2016,Vahanalytics,Technology,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,12.206072645530174
31/05/2016,Play Your Sport,Consumer Internet,New Delhi,Ashish Gupta and other undisclosed investors,Seed Funding,0.0
31/05/2016,Koovs,eCommerce,New Delhi,HT Media Ltd,Private Equity,15.29711509888849
31/05/2016,CCavenue,Consumer Internet,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,16.00156183470237
31/05/2016,1mg,eCommerce,Gurgaon,HBM Healthcare Investments,Private Equity,0.0
31/05/2016,Tpot,Food & Beverage,Gurgaon,Ashish Gupta,Seed Funding,0.0
31/05/2016,MachaDalo,Consumer Internet,Mumbai,Undisclosed Investors,Seed Funding,12.072541252905651
01/04/2016,Dil Mil,Consumer Internet,Multiple Cities,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,14.808762330974558
01/04/2016,PicsDream,Consumer Internet,Delhi,Raman Roy,Seed Funding,0.0
01/04/2016,Process 9,Consumer Internet,Gurgaon,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed Funding,0.0
04/04/2016,Housing,Consumer Internet,Mumbai,Vineet Singh,Private Equity,0.0
04/04/2016,Roll Mafia,Food & Beverage,Pune,Equentia Natural Resource & Other undisclosed investors,Seed Funding,0.0
04/04/2016,Hungama,Consumer Internet,Mumbai,Xiaomi Inc,Private Equity,17.034386382832476
04/04/2016,Highway Delite,Consumer Internet,Bengaluru,N.S. Raghavan Centre for Entrepreneurial Learning,Seed Funding,0.0
05/04/2016,Cult Fitness,Healthcare,Bengaluru,Mukesh Bansal,Seed Funding,0.0
05/04/2016,Haptik,Technology,Mumbai,Times Internet Ltd,Private Equity,0.0
05/04/2016,Servify,Consumer Internet,Mumbai,"Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH",Private Equity,0.0
06/04/2016,Shipsy,Logistics,Gurgaon,DTDC Express Ltd,Private Equity,13.815510557964274
06/04/2016,gear6,Consumer Internet,Bengaluru,Ninestarter,Seed Funding,13.122363377404328
06/04/2016,MyGlamm,Consumer Internet,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,15.60727002719233
06/04/2016,Petoo,Consumer Internet,Bengaluru,Axilor Ventures,Private Equity,13.815510557964274
07/04/2016,Truly Social,Consumer Internet,London,Nazara Technologies Pvt Ltd,Private Equity,0.0
08/04/2016,Little Black Book,Consumer Internet,New Delhi,"IDG, Indian Angel Network",Seed Funding,0.0
08/04/2016,Vahan,Education,Chennai,Villgro,Seed Funding,0.0
08/04/2016,imedilane,Consumer Internet,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,10.596634733096073
11/04/2016,Living Local,Consumer Internet,Mumbai,Rattan Chadha,Seed Funding,12.206072645530174
11/04/2016,Vegfru,eCommerce,New Delhi,Wingify,Seed Funding,0.0
11/04/2016,Oyo,Consumer Internet,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,18.420680743952367
11/04/2016,PriceRaja,Consumer Internet,Gurgaon,Prashant Puri,Seed Funding,12.611537753638338
12/04/2016,MagicX,Consumer Internet,Bengaluru,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,13.815510557964274
12/04/2016,Happydemic,Consumer Internet,Mumbai,Shaan,Seed Funding,0.0
12/04/2016,LenDenClub,Finance,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed Funding,0.0
12/04/2016,Indi.com,Consumer Internet,Bengaluru,Anil Kapoor,Seed Funding,0.0
13/04/2016,Legalraasta,Consumer Internet,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,13.815510557964274
13/04/2016,RainCan,Consumer Internet,Pune,Dr. Aniruddha Malpani,Seed Funding,11.918390573078392
13/04/2016,Hippily,eCommerce,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,12.429216196844383
13/04/2016,kredX,eCommerce,Bengaluru,"Prime Venture Partners,",Seed Funding,13.527828485512494
14/04/2016,Wedwise,Consumer Internet,New Delhi,StartUp Equity Partners,Seed Funding,0.0
14/04/2016,BeaconsTalk,Technology,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,11.512925464970229
15/04/2016,Deal 4Loans,Consumer Internet,Noida,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,0.0
15/04/2016,RenewBuy,Consumer Internet,New Delhi,Mount Nathan Advisors,Seed Funding,13.815510557964274
15/04/2016,Blue Box Media,Consumer Internet,Jaipur,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed Funding,0.0
15/04/2016,Vyomo,Consumer Internet,New Delhi,Naturals Salon Chain,Private Equity,16.523560759066484
15/04/2016,Organicshop,eCommerce,Jaipur,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed Funding,0.0
15/04/2016,MInd Your Fleet,Consumer Internet,Noida,Undisclosed Investors,Seed Funding,0.0
15/04/2016,NestAway,Consumer Internet,Bengaluru,Tiger Global,Private Equity,17.216707939626428
15/04/2016,Tapchief,Consumer Internet,Bengaluru,Vijay Shekhar Sharma,Seed Funding,11.918390573078392
18/04/2016,Rapido,Consumer Internet,Bengaluru,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",Private Equity,0.0
18/04/2016,Yufta,eCommerce,Bengaluru,Ajay Data & other HNIs,Seed Funding,0.0
18/04/2016,Smytten,eCommerce,Gurgaon,Rajan Anandan,Seed Funding,0.0
18/04/2016,Houssup,Consumer Internet,Jaipur,"Mitin Patel, Gaurav Agarwal",Seed Funding,0.0
18/04/2016,Jugnoo,Consumer Internet,Multiple Cities,Paytm & existing investors,Private Equity,16.11809565095832
18/04/2016,Tork Motocycles,Auto,Pune,"Bhavish Aggarwal, Ankit Bhati",Seed Funding,0.0
19/04/2016,Betaout,eCommerce,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,14.22097566607244
19/04/2016,DriversCart,Consumer Internet,Chennai,ah! Ventures,Seed Funding,13.017002861746503
19/04/2016,LensKart,eCommerce,New Delhi,Ratan Tata,Private Equity,0.0
19/04/2016,CollegeDekho,Consumer Internet,New Delhi,Man Capital,Private Equity,14.508657738524219
19/04/2016,OYOfit,Consumer Internet,Bengaluru,RN Agarwal,Seed Funding,0.0
19/04/2016,Oliveboard,Consumer Internet,Bengaluru,India Educational Investment Fund,Private Equity,0.0
19/04/2016,Simplilearn,Consumer Internet,Bengaluru,Brand Capital,Private Equity,0.0
20/04/2016,1mg,eCommerce,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,16.523560759066484
20/04/2016,Fashalot,Consumer Internet,New Delhi,"YourNest Angel Fund, Rajul Garg",Seed Funding,0.0
20/04/2016,Broomberg,Consumer Internet,New Delhi,Undisclosed Angel investors & HNIs,Seed Funding,0.0
21/04/2016,m.paani,Consumer Internet,Mumbai,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed Funding,0.0
21/04/2016,Yufta,eCommerce,Jaipur,Ajay Data & undisclosed HNIs,Seed Funding,0.0
21/04/2016,mishTag,Consumer Internet,New Delhi,"M&Y Partners, SVG Media, Anthil Ventures & others",Seed Funding,0.0
21/04/2016,Advanced Structures India,Auto,Bengaluru,GirnarSoft,Private Equity,0.0
22/04/2016,Licious,eCommerce,Bengaluru,Mayfield India II Management Ltd,Private Equity,14.914122846632385
22/04/2016,Knolskae,Consumer Internet,Bengaluru,"Inventus Capital Partners, HR Fund",Private Equity,0.0
22/04/2016,Druva,Technology,Pune,"NTT Finance, Telephone Corporation",Private Equity,0.0
22/04/2016,TOKO Innovation Studios,Consumer Internet,New Delhi,Indian Angel network,Seed Funding,13.017002861746503
25/04/2016,Commut,Consumer Internet,Hyderabad,50K Ventures,Seed Funding,12.206072645530174
25/04/2016,intouchapp,Consumer Internet,Pune,Blume Ventures,Seed Funding,0.0
25/04/2016,Dropkaffe,Food & Beverage,Bengaluru,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,13.217673557208654
26/04/2016,Transerv,Consumer Internet,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,16.523560759066484
26/04/2016,ClearTax,Consumer Internet,Bengaluru,"Max Levchin, Scott Banister",Private Equity,14.077874822431765
26/04/2016,Roposo,eCommerce,Gurgaon,Bertelsmann India Investments,Private Equity,16.523560759066484
27/04/2016,MilkBasket,Consumer Internet,Gurgaon,EVC Ventures,Seed Funding,13.122363377404328
27/04/2016,CareonGO,Consumer Internet,New Delhi,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",Seed Funding,0.0
27/04/2016,RailYatri,Consumer Internet,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Private Equity,0.0
27/04/2016,ICHR,Consumer Internet,New Delhi,Undisclosed,Seed Funding,13.017002861746503
27/04/2016,Murgency,Consumer Internet,Mumbai,Axilor Ventures,Private Equity,0.0
28/04/2016,The Wedding Brigade,Consumer Internet,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,13.304684934198283
28/04/2016,DocsApp,Consumer Internet,Bengaluru,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,13.997832114758229
29/04/2016,Impact Guru,Consumer Internet,Mumbai,"RB Investments, Fundnel",Seed Funding,13.122363377404328
29/04/2016,LetReach,eCommerce,New Delhi,vCommission,Private Equity,11.512925464970229
01/03/2016,DriveU,Consumer Internet,Bengaluru,Unitus Seed Fund,Seed Funding,0.0
01/03/2016,Gympik,Consumer Internet,Bengaluru,RoundGlass Partners,Private Equity,0.0
01/03/2016,Testbook,Consumer Internet,Mumbai,S Chand & Co,Private Equity,0.0
01/03/2016,IQlect,Technology,Bengaluru,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,0.0
02/03/2016,MoMark,Consumer Internet,Noida,YourNest Angel Fund,Private Equity,13.304684934198283
02/03/2016,Skedool,Consumer Internet,Multiple Cities,"Kludein LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Funding,0.0
02/03/2016,Systemantics,Technology,Bengaluru,"Nandan Nilekani, Accel Partners",Private Equity,14.151982794585487
03/03/2016,Vertuals,Technology,Mumbai,Dino Morea,Seed Funding,0.0
03/03/2016,Imarticus Learning,Education,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,13.815510557964274
03/03/2016,Shouut,Consumer Internet,New Delhi,Undisclosed investor,Seed Funding,13.122363377404328
04/03/2016,TinyStep,Consumer Internet,Bengaluru,Matt Glickman,Private Equity,0.0
04/03/2016,Aahaa,ECommerce,Chennai,"YourNest Angel Fund,",Private Equity,13.815510557964274
04/03/2016,Arcatron Mobility,Technology,Pune,"Sudhir Mehta, Anoop Hingorani",Seed Funding,0.0
04/03/2016,FTCash,Consumer Internet,Kolkata,IvyCap Ventures,Seed Funding,11.918390573078392
04/03/2016,Civilsdaily,Consumer Internet,New Delhi,Manoj Kumar & Other undisclosed investors,Seed Funding,0.0
04/03/2016,Zappka,Consumer Internet,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed Funding,11.512925464970229
04/03/2016,Tarusa World,ECommerce,Mumbai,Mohit Gulati,Seed Funding,0.0
04/03/2016,medECUBE,Healthcare,Gurgaon,Artiman Ventures,Private Equity,15.201804919084164
07/03/2016,N.O.W,Consumer Internet,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,13.122363377404328
07/03/2016,Ninjacart,ECommerce,Bengaluru,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,14.914122846632385
07/03/2016,Reach,Consumer Internet,Bengaluru,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,13.122363377404328
07/03/2016,Vanity Cube,Consumer Internet,New Delhi,Unicorn Ventures,Seed Funding,12.429216196844383
07/03/2016,Wooplr,ECommerce,Bengaluru,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Funding,0.0
07/03/2016,Medidaili,Consumer Internet,Bengaluru,Undisclosed private investors,Seed Funding,11.512925464970229
08/03/2016,Finomena,Technology,New Delhi,Matrix Partners India,Private Equity,0.0
08/03/2016,Cookaroo,Consumer Internet,Bengaluru,Vijay Krishna Yadav,Seed Funding,0.0
08/03/2016,vPhrase Analytics,Technology,Mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",Seed Funding,0.0
08/03/2016,LoveCycles,Consumer Internet,Bengaluru,Prime Venture Partners,Seed Funding,13.527828485512494
08/03/2016,Kartrocket,ECommerce,New Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,15.89495209964411
08/03/2016,dunzo,Consumer Internet,Bengaluru,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,13.38472764187182
09/03/2016,Indiamart,ECommerce,Noida,Amadeus Capital,Private Equity,0.0
09/03/2016,SmartVizX,Technology,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,13.122363377404328
09/03/2016,MyGubbi,Real Estate,Bengaluru,"Vipul Parekh, ajesh K Murthy,",Seed Funding,14.73180128983843
09/03/2016,Nukkad Shops,Consumer Internet,Hyderabad,PurpleTalk Inc,Seed Funding,13.815510557964274
09/03/2016,Cloudacar,Consumer Internet,Pune,"Amit Choudhary, Anuj Puri",Seed Funding,0.0
09/03/2016,Justride,Consumer Internet,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,12.89921982609012
09/03/2016,Yana,Consumer Internet,Gurgaon,"Puneet Gupta,",Seed Funding,0.0
10/03/2016,Big Fish Ventures,Food & Beverage,New Delhi,Undisclosed investors,Private Equity,16.222455666282563
10/03/2016,Stylflip,ECommerce,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed Funding,0.0
10/03/2016,Icertis,Technology,Multiple Cities,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,16.523560759066484
10/03/2016,Supplified,ECommerce,New Delhi,Mohit Goel,Seed Funding,13.815510557964274
11/03/2016,JollyFoodFellow,Technology,Ahmedabad,Janak Parikh,Seed Funding,0.0
14/03/2016,PinkBlue,ECommerce,Bengaluru,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,12.31764979779837
14/03/2016,TruckingCube,Logistics,New Delhi,Agarwal Movers Group,Private Equity,16.51687177091569
14/03/2016,eSwasthya,Consumer Internet,Ahmedabad,Hemang Sahani,Seed Funding,0.0
15/03/2016,FlipClass,Consumer Internet,Bengaluru,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,13.815510557964274
15/03/2016,Proximit,Technology,Pune,Funding through 1Crowd platform,Seed Funding,11.918390573078392
15/03/2016,WithMe,Consumer Internet,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,12.429216196844383
16/03/2016,Gapoon,Consumer Internet,Bengaluru,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,12.100712129872347
16/03/2016,Avagmah,Consumer Internet,Bengaluru,"Kris Gopalakrishnan, Atul Nishar",Seed Funding,0.0
16/03/2016,WorkIndia,Consumer Internet,Mumbai,Beenext,Seed Funding,0.0
16/03/2016,Wealthy,Consumer Internet,Bengaluru,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,12.429216196844383
17/03/2016,Pramati,Healthcare,Noida,Undisclosed investors,Seed Funding,12.206072645530174
17/03/2016,Qlivery,Consumer Internet,Gurgaon,Swastika Company Ltd,Seed Funding,12.345834587905333
17/03/2016,HealthEnablr,Consumer Internet,Mumbai,Undisclosed investors,Seed Funding,13.592367006650065
17/03/2016,Liftiee,Consumer Internet,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,11.589886506106357
18/03/2016,Hello Curry,Food & Beverage,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,14.22097566607244
19/03/2016,goSporto,Consumer Internet,New Delhi,Naveen Gupta,Seed Funding,10.308952660644293
21/03/2016,OneClickWash,Consumer Internet,Gurgaon,Unitus Seed Fund,Seed Funding,0.0
21/03/2016,Girnar Software,Consumer Internet,Jaipur,Google Capital,Private Equity,0.0
21/03/2016,Room On Call,Consumer Internet,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,14.508657738524219
22/03/2016,Byju's,Consumer Internet,Bengaluru,"Sequoia India, Sofina",Private Equity,18.132998671500584
22/03/2016,BigBasket,eCommerce,Bengaluru,Abraaj Group,Private Equity,18.82614585206053
22/03/2016,DrivoJoy,Consumer Internet,Bengaluru,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,13.304684934198283
22/03/2016,Smartron,Technology,Bengaluru,Sachin Tendulkar,Private Equity,0.0
22/03/2016,LifCare,Consumer Internet,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",Seed Funding,0.0
22/03/2016,CreditSeva,Consumer Internet,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding,12.793859310432293
22/03/2016,CityShor,Consumer Internet,Ahmedabad,GAIN,Seed Funding,0.0
23/03/2016,Endless Robotics,Technology,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,11.512925464970229
23/03/2016,SP Robotics,Technology,Chennai,"Indian Angel Network,",Seed Funding,12.611537753638338
23/03/2016,StalkBuyLove,eCommerce,New Delhi,"500 Startups, Littlerock, Singularity Ventures",Seed Funding,0.0
23/03/2016,eKincare,Consumer Internet,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,12.706847933442663
23/03/2016,HashLearn,Consumer Internet,Bengaluru,"Bhavish Aggarwal, Binny Bansal,\\xc2\\xa0 Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",Seed Funding,0.0
23/03/2016,Wheelstreet,Consumer Internet,Bengaluru,Broadbean Capital services,Private Equity,13.122363377404328
24/03/2016,Horntell,Consumer Internet,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,11.918390573078392
28/03/2016,Schoolkart,eCommerce,Noida,Undisclosed investors,Seed Funding,12.611537753638338
29/03/2016,HealthEminds,Consumer Internet,Bengaluru,Robin Utthappa,Seed Funding,0.0
29/03/2016,Babygogo,Consumer Internet,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,12.611537753638338
29/03/2016,Veritas Finance,Finance,Chennai,Sarva Capital,Private Equity,15.363073066680286
29/03/2016,QikShip,Consumer Internet,New Delhi,undisclosed investors,Seed Funding,12.206072645530174
29/03/2016,FixNix,Consumer Internet,Chennai,Jay Vijayan,Seed Funding,13.122363377404328
30/03/2016,True Balance,Technology,Gurgaon,SoftBank Ventures Korea,Private Equity,0.0
30/03/2016,Touchkin,Healthcare,Bengaluru,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,12.89921982609012
31/03/2016,SwitchMe,Consumer Internet,Mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",Seed Funding,0.0
31/03/2016,Transcell,Healthcare,Hyderabad,Indian Angel Network,Seed Funding,0.0
01/02/2016,Blue Tokai Coffee,ECommerce,New Delhi,Snow Leopard Technology Ventures,Seed Funding,0.0
02/02/2016,Altizone,Technology,Pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",Private Equity,15.201804919084164
02/02/2016,Oust App,Consumer Internet,Bengaluru,"T V Mohandas Pai,\\xc2\\xa0 Aarin Capital",Seed Funding,0.0
02/02/2016,Strike,Consumer Internet,Bengaluru,Multiple investors through Ten Minute Million competition,Seed Funding,10.021270588192511
02/02/2016,MaaxMarket,Consumer Internet,New Delhi,Multiple investors through Ten Minute Million competition,Seed Funding,10.021270588192511
02/02/2016,Gamooz,Technology,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding,10.021270588192511
02/02/2016,SoundSurround,Technology,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,10.021270588192511
03/02/2016,Mazkara,Consumer Internet,Multiple Cities,Dunamis Ventures Pte Ltd.,Seed Funding,13.815510557964274
03/02/2016,RoadGods,ECommerce,New Delhi,Green House Ventures (GHV),Seed Funding,11.512925464970229
03/02/2016,Pindropmusic,Consumer Internet,Noida,Green House Ventures (GHV),Seed Funding,11.512925464970229
03/02/2016,Woodpie,Consumer Internet,Bengaluru,Ingram Content Group,Seed Funding,10.308952660644293
04/02/2016,Perfumery,ECommerce,New Delhi,Oranda Global & Others,Seed Funding,10.308952660644293
05/02/2016,Magic Crate,Education,Bengaluru,"TV Mohandas Pai, Aarin Capital",Seed Funding,0.0
05/02/2016,ZenDrive,Technology,Multiple Cities,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,16.41820024340866
05/02/2016,Smartcooky,ECommerce,New Delhi,"Vandana Luthra,",Private Equity,0.0
05/02/2016,Turtlemint,Consumer Internet,Mumbai,Nexus Venture Partners,Private Equity,0.0
05/02/2016,BHIVE,Real Estate,Bengaluru,"Raghunandan G, Venturesity, Arihant Patni",Seed Funding,0.0
05/02/2016,Gingercrush,Ecommerce,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,13.815510557964274
05/02/2016,American Vision,Consumer Internet,Pune,Undisclosed investors,Seed Funding,11.302204433654575
05/02/2016,DawaiLelo,Consumer Internet,Varanasi,Undisclosed investors,Seed Funding,10.858998997563564
06/02/2016,Heads Up For Tails,Ecommerce,New Delhi,Undisclosed investors,Seed Funding,13.815510557964274
06/02/2016,LiveNutriFit,Healthcare,New Delhi,"Mohit Goel, Vinod Jain & Others",Seed Funding,0.0
08/02/2016,Moglix,Ecommerce,New Delhi,Ratan Tata,Private Equity,0.0
08/02/2016,iStyleYou,Consumer Internet,Gurgaon,Green House Ventures (GHV),Seed Funding,11.512925464970229
08/02/2016,AdUrCup,Consumer Internet,New Delhi,Green House Ventures (GHV),Seed Funding,11.512925464970229
08/02/2016,Weddingz,Consumer Internet,Mumbai,Sixth Sense Ventures,Private Equity,0.0
08/02/2016,Urban Dhobi,Consumer Internet,Jaipur,"Vinod Bansal, Sanjeev Singhal",Seed Funding,0.0
08/02/2016,Gray Routes,Consumer Internet,Mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",Seed Funding,0.0
08/02/2016,Xpressbees,ECommerce,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,16.34123920227253
08/02/2016,Invictus Oncology,Healthcare,New Delhi,Ratan Tata,Private Equity,0.0
08/02/2016,Hansel.io,Technology,Bengaluru,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",Seed Funding,0.0
09/02/2016,Inc42,Consumer Internet,New Delhi,"India Ventures, Aarin Capital & Others",Seed Funding,0.0
09/02/2016,GOQii,Technology,Mumbai,Edelweiss Financial Services,Private Equity,0.0
10/02/2016,Capzest,Consumer Internet,Mumbai,Lion Ventures,Seed Funding,12.206072645530174
10/02/2016,GlamStudios,Consumer Internet,Noida,Aqeel Ahmed,Seed Funding,0.0
10/02/2016,Affimity,Consumer Internet,Bengaluru,undisclosed investors,Seed Funding,13.997832114758229
10/02/2016,Anandakanda,Technology,Pune,undisclosed investors,Seed Funding,11.918390573078392
10/02/2016,JoulestoWatts,Technology,Bengaluru,Manipal Global Education Services,Seed Funding,0.0
10/02/2016,Shopkirana,Consumer Internet,Indore,"Atul Jain, Anil Gelra, Jaikumar Nair",Seed Funding,0.0
