Date dd/mm/yyyy,Startup Name,Industry Vertical,Location,Investors Name,InvestmentnType,Amount in USD
10/06/2018,AyeFinance,Finance,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,16.883563493097892
11/06/2018,Theranosis,Healthcare,Hyderabad,Mumbai Angels Network,Seed/ Angel Funding,0.0
12/06/2018,Alpha Capital,Finance,Mumbai,Alpha Capital,Private Equity,16.510137738734343
12/06/2018,eshakti,E-Commerce,Chennai,Paragon Partners,Private Equity,16.12804598181149
12/06/2018,Daily Ninja,Consumer Internet,Bengaluru,Saama Capital and Sequoia Capital,Seed/ Angel Funding,14.914122846632385
13/06/2018,NirogStreet,Healthcare,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed/ Angel Funding,12.611537753638338
13/06/2018,Nivesh,Finance,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed/ Angel Funding,13.017002861746503
13/06/2018,What's Up Life,Consumer Internet,Gurugram,Rannvijay Singha,Seed/ Angel Funding,0.0
14/06/2018,HomeLane,Consumer Internet,Bengaluru,Brand Capital,Seed/ Angel Funding,15.053884789007542
14/06/2018,Network Intelligence,Technology,Mumbai,Helix Investments,Private Equity,15.38412647587812
18/06/2018,Tynor Othontics,Healthcare,Multiple Cities,Lighthouse Funds & Thuasne Participations,Private Equity,16.860032995687696
18/06/2018,Elucidata,IT,Multiple Cities,Hyperplane Venture Capital and several angel investors,Seed/ Angel Funding,14.346138809026444
19/06/2018,Chrysalis,Ed-Tech,Pune,Menterra Venture & Artha Initiatives,Seed/ Angel Funding,0.0
19/06/2018,RentSher,Consumer Internet,Bengaluru,"Shorooq Investments, LetsVenture & Others",Seed/ Angel Funding,13.9108207377686
20/06/2018,Drip capital,Finance,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,16.523560759066484
22/06/2018,WickedRide,Consumer Internet,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,16.02378497148708
25/06/2018,PolicyBazaar,Consumer Internet,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,19.11382792451231
25/06/2018,HipBar,Consumer Internet,Bengaluru,Diageo India,Private Equity,15.201804919084164
25/06/2018,Sqqrl,Finance,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,13.815510557964274
26/06/2018,Paytm,Technology,Noida,One 97 Communications,Private Equity,16.007164090251038
26/06/2018,Sigtuple,Healthcare,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,16.759949537130716
27/06/2018,Wow Express,Technology,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,15.319587954740548
28/06/2018,Front Desk AI,Technology,Bengaluru,Speciale Invest & Others,Seed/ Angel Funding,13.9108207377686
28/06/2018,Edureka,Ed-Tech,Bengaluru,Leo Capital,Seed/ Angel Funding,14.508657738524219
29/06/2018,Numeroseven,Technology,Kolkata,Shiva Gunapu & Others,Seed/ Angel Funding,0.0
02/05/2018,OpenTap,Finance,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,13.017002861746503
02/05/2018,Bizongo,Consumer Internet,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,16.90655301132259
03/05/2018,Disprz,IT,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,14.73180128983843
07/05/2018,PaisaDukan,Consumer Internet,Mumbai,Unknown,Seed / Angel Funding,12.323855681186558
09/05/2018,i3sysytems,Technology,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed / Angel Funding,13.815510557964274
11/05/2018,Earth Food,Consumer Internet,Pune,Rairah Corporation,Seed / Angel Funding,13.763164077592064
14/05/2018,Nykaa,Consumer Internet,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,16.99356438831222
16/05/2018,mfine,Healthcare,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,15.250595083253597
21/05/2018,Rocketium,Technology,Bengaluru,Blume ventures,Seed/ Angel Funding,12.611537753638338
21/05/2018,MilkBasket,Technology,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,15.761420707019587
22/05/2018,Vola,Finance,Bengaluru,Credika and unnamed angel investors,Seed/ Angel Funding,13.122363377404328
22/05/2018,Cashkumar,Consumer Internet,Bengaluru,LetsVenture,Seed/ Angel Funding,13.507625778194974
23/05/2018,Edyoo,E-Commerce,Bengaluru,RS Shanbag,Seed/ Angel Funding,13.507625778194974
23/05/2018,Aashiyaan,Finance,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,14.508657738524219
24/05/2018,Smartivity,Ed-tech,Delhi,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,14.508657738524219
24/05/2018,Bonphulapl,Clean-tech,Delhi,Atul Gupta and Saurabh Rastogi,Seed/ Angel Funding,12.587927887999204
27/05/2018,Acko,Consumer Internet,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed/ Angel Funding,16.300417207752275
28/05/2018,HWell24,Healthcare,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed/ Angel Funding,12.206072645530174
29/05/2018,Toffee,Consumer Internet,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed/ Angel Funding,14.22097566607244
29/05/2018,Tonetag,Technology,Bengaluru,Amazon Inc. and Mastercard,Private Equity,15.89495209964411
30/05/2018,Events High,Consumer Internet,Bengaluru,Treebo,Private Equity,0.0
30/05/2018,Stellaps,Technology,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,16.454567887579532
31/05/2018,Credright,Consumer Internet,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed/ Angel Funding,14.077874822431765
02/04/2018,Fitternity,Consumer Internet,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,14.508657738524219
02/04/2018,Synctag,Technology,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed / Angel Funding,12.636555516613626
02/04/2018,Benepik,Technology,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed / Angel Funding,0.0
02/04/2018,Finzy,Consumer Internet,Bengaluru,Unknown,Seed / Angel Funding,14.077874822431765
04/04/2018,Varthana,Finance,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,17.822843743196746
05/04/2018,IndigoLearn,Ed-Tech,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed / Angel Funding,11.918390573078392
05/04/2018,Vedantu,Ed-Tech,Bengaluru,"Accel Partners, Tiger Global And Others",Private Equity,16.11809565095832
09/04/2018,Kaleidofin,Fiinance,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed / Angel Funding,14.845129975145433
09/04/2018,Pipabella,Consumer Internet,Mumbai,Fireside Ventures,Seed / Angel Funding,13.815510557964274
09/04/2018,Elemential,Technology,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Seed / Angel Funding,0.0
09/04/2018,Kriger Campus,Ed-Tech,Delhi,Unknown,Seed / Angel Funding,10.739435531727745
10/04/2018,Loanzen,Finance,Bengaluru,Kae Capital Management,Seed / Angel Funding,0.0
10/04/2018,TravelTriangle,Consumer Internet,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,16.300417207752275
12/04/2018,Letsmd,Healthcare,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed / Angel Funding,13.815510557964274
12/04/2018,AyeFinance,Finance,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,15.341566861459324
13/04/2018,mintifi,Finance,Mumbai,Lok Capital,Seed / Angel Funding,14.508657738524219
16/04/2018,icanstay,Consumer Internet,Delhi,Mr. Manoj Prasad,Seed / Angel Funding,13.122363377404328
16/04/2018,Pregbuddy,Healthcare,Bengaluru,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Seed / Angel Funding,0.0
18/04/2018,Coverfox,Consumer Internet,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,16.90655301132259
19/04/2018,Lenskart,Consumer Internet,Faridabad,TR Capital,Private Equity,0.0
19/04/2018,mamaearth,Healthcare,Gurugram,Shilpa Shetty Kundra,Private Equity,0.0
19/04/2018,Fyle Technologies,Technology,Bengaluru,Pravega Ventures and Beenext,Seed / Angel Funding,13.9108207377686
19/04/2018,True Balance,Technology,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,16.951004773893423
22/04/2018,Visit,Healthcare,Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Private Equity,0.0
22/04/2018,Doxper,Healthcare,Mumbai,Vidal Healthcare,Seed / Angel Funding,14.457364444136669
22/04/2018,Nykaa,Consumer Internet,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,16.213405830762646
23/04/2018,Mihuru,Finance,Mumbai,Unknown,Seed / Angel Funding,11.918390573078392
23/04/2018,Capital Float,Finance,Bengaluru,Amazon,Private Equity,16.90655301132259
25/04/2018,Trip shelf,Consumer Internet,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed / Angel Funding,12.4130868149145
26/04/2018,POPxo,Technology,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,15.520258650202699
26/04/2018,RailYatri,Consumer Internet,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private Equity,0.0
27/04/2018,1mg,Consumer Internet,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,16.11809565095832
29/04/2018,Rubique,Consumer Internet,Mumbai,"Emery Capital, Blacksoil and Kalaari Capital",Private Equity,0.0
30/04/2018,Samco,Consumer Internet,Mumbai,Bay Capital Investments and Others,Private Equity,15.830413578506539
30/04/2018,MyLoanCare,Finance,Gurgaon,SAR Group,Seed / Angel Funding,13.793264949016955
01/03/2018,PharmEasy,Consumer Internet,Mumbai,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",Private Equity,0.0
01/03/2018,Buddy4studdy,Consumer Internet,Noida,CBA Capital and others,Private Equity,14.914122846632385
01/03/2018,Urban Ladder,E-Commerce,Bengaluru,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,16.300417207752275
03/03/2018,Kuvera,Consumer Internet,Bengaluru,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed / Angel Funding,12.429216196844383
04/03/2018,Gramophone,Technology,Indore,InfoEdge,Seed/Angel Funding,13.815510557964274
05/03/2018,Wellthy,Healthcare,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,14.557447902693651
05/03/2018,MedGenome,Healthcare,Bengaluru,"HDFC Life, HDFC Asset Management",Private Equity,16.11809565095832
05/03/2018,Finova Capital,Consumer Internet,Jaipur,Sequoia Capital,Private Equity,15.60727002719233
05/03/2018,Hotelogix,Technology,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity,15.424948470398375
04/03/2018,Livehealth,Consumer Internet,Pune,Nexus Venture Partners,Seed / Angel Funding,13.9108207377686
06/03/2018,Ad2pro,Technology,Chennai,Avendus Finance Pvt. Ltd,Debt Funding,16.08763644347361
06/03/2018,Coverfox,Consumer Internet,Mumbai,Aegon NV,Private Equity,15.84365880525656
08/03/2018,Pepperfry,Consumer Internet,Mumbai,State Street Global Advisors,Private Equity,17.463568017557954
08/03/2018,Magicpin,Consumer Internet,Gurugram,Trifecta Capital,Debt Funding,13.815510557964274
12/03/2018,HealthCare,Consumer Internet,Mumbai,HR Fund,Seed / Angel Funding,13.815510557964274
13/03/2018,PineLabs,Technology,Mumbai,"Actis, Altimeter Capital",Private Equity,18.222229805228526
14/03/2018,Stumagz,Consumer Internet,Hyderabad,"Venkat Subramanian, Sudhakar Pennam, and other tech investors from Silicon Valley",Seed / Angel Funding,0.0
14/03/2018,AvailFinance,Consumer Internet,Bengaluru,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.",Private Equity,16.660419941783683
15/03/2018,Grofers,Consumer Internet,Gurugram,"SoftBank, Tiger Global and Apoletto Managers.",Private Equity,17.942644943009366
19/03/2018,Fingerlix,Consumer Internet,Mumbai,Alteria Capital,Debt Funding,14.085537695177335
19/03/2018,Karma Healthcare,Healthcare,Udaipur,"1Crowd, Ankur Capital",Seed / Angel Funding,13.122363377404328
19/03/2018,Zappfresh,Food & Beverages,Gurugram,"Amit Burman, SIDBI Venture Capital",Seed / Angel Funding,14.914122846632385
19/03/2018,CustomerSucessBox,Technology,Gurugram,"Pi Ventures, Axilor Ventures",Seed / Angel Funding,13.815510557964274
20/03/2018,One Labs,Consumer Internet,Bengaluru,Micromax Informatics Ltd,Private Equity,0.0
21/03/2018,GigIndia,Consumer Internet,Pune,"Jessica Wong, Hiro Mashita, Xue Manzi and Yiyun Zhang.",Seed / Angel Funding,0.0
22/03/2018,Chargebee,Technology,Chennai,"Insight Venture Partners, Accel Partners and Tiger Global Management.",Private Equity,16.70588231586044
22/03/2018,i2i Funding,Consumer Internet,Noida,SucSEED Venture Partners,Seed / Angel Funding,13.551545012129809
22/03/2018,Slang Labs,Technology,Bengaluru,Endiya Partners,Seed / Angel Funding,14.03062193758122
22/03/2018,UrbanPiper,Technology,Bengaluru,"Kumar Vembu, Axilor Ventures",Seed / Angel Funding,0.0
26/03/2018,Cash Suvidha,Consumer Internet,Delhi,"Initia Holdings,Vipin Agarwal and others.",Seed / Angel Funding,13.815510557964274
28/03/2018,Roadcast,Technology,Delhi,Unknown,Private Equity,12.429216196844383
28/03/2018,Smartcoin,Finance,Bengaluru,"Accion Venture Lab, Unicorn India Ventures and ISME ACE.",Seed / Angel Funding,14.508657738524219
27/03/2018,The Print,Media,Delhi,Ratan Tata,Seed / Angel Funding,13.190022025878143
27/03/2018,DriveU,Technology,Bengaluru,Amit Singhal and Unitus Seed Fund,Private Equity,14.914122846632385
29/03/2018,Fynd,Consumer Internet,Mumbai,"Google, Kae Capital, IIFL, Singularity Ventures, GrowX, Tracxn Labs, Venture Catalyst, Patni family office and Axis Capital.",Seed / Angel Funding,0.0
01/02/2018,BigBasket,Consumer Internet,Bengaluru,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,19.519293032620475
01/02/2018,Zomato,Food and Beverages,Gurugram,Ant Financials,Private Equity,19.11382792451231
05/02/2018,Pratilipi,Publishing,Bengaluru,Omidyar Network,Private Equity,15.27412558066379
05/02/2018,Asia Institute Of Medical Science,Healthcare,Faridabad,CDC Group Plc,Private Equity,16.860032995687696
05/02/2018,CollegeDekho,Consumer Internet,Gurugram,"Man Capital LLP, Girnar Software, Others",Private Equity,14.508657738524219
06/02/2018,Foodmemories,Consumer Internet,Ahmedabad,"Bhavesh Manglani, Suraj Saharan, Darshan Upadhyay, Sanjay Notani & Others",Seed funding,0.0
06/02/2018,Healthi,Healthcare,Bengaluru,Montane Ventures,Private Equity,14.946912669455374
07/02/2018,Swiggy,Food and Beverages,Bengaluru,Naspers,Private Equity,18.420680743952367
08/02/2018,Shape,Healthcare,Pune,Sandeep Mathur,Seed / Angle Funding,18.420680743952367
08/02/2018,Icertis,Consumer Internet,Pune,Meritech Capital Partners,Private Equity,17.72753356339242
09/02/2018,healthifyme,Healthcare,Bengaluru,Sistema Asia Fund,Private Equity,16.300417207752275
09/02/2018,MedTel,Healthcare,Bhubaneswar,British and Indian Governments,Private Equity,0.0
09/02/2018,Rupeek,Consumer Internet,Bengaluru,"Accel Partners, Sequoia Capital",Private Equity,15.736835231546973
09/02/2018,WebEngage,Technology,Mumbai,Social Capital,Private Equity,0.0
12/02/2018,Lendingkart,Finance,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,18.28141867661886
12/02/2018,Wydr,Consumer Internet,Gurugram,"Bessemer Venture Partners, Stellaris Venture Partners, Axis Capital, Singapore, Jungle Venture Partners",Private Equity,0.0
12/02/2018,Cashify,E-Commerce,Gurugram,Trifecta Capital,Debt Funding,13.748396990906588
13/02/2018,holachef,Food and Beverages,Mumbai,Ashok Kumar Gajera,Seed / Angle Funding,12.648191071286373
13/02/2018,Awaaz De,Technology,Ahmedabad,Tribe Impact Capital LLP,Seed / Angle Funding,0.0
13/02/2018,IMAX Program,Ed-Tech,Bengaluru,"Michael & Susan Dell Foundation, LGT Impact Ventures",Private Equity,16.41820024340866
14/02/2018,Littlemore,Ed-Tech,Chennai,Kalpavriksh,Private Equity,14.914122846632385
14/02/2018,Toppr,Ed-Tech,Mumbai,Axis Capital Partners,Private Equity,11.512925464970229
14/02/2018,Shirsa Labs,Ed-Tech,Mumbai,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",Private Equity,13.122363377404328
14/02/2018,MoneyOnMobile,Technology,Mumbai,S7 Group,Private Equity,15.424948470398375
15/02/2018,PetSutra,Consumer Internet,Gurugram,Michael Patrick Hickey,Seed / Angel Funding,11.907895693985742
15/02/2018,Infibeam,E-Commerce,Ahmedabad,Network 18,Private Equity,15.644886890763637
16/02/2018,happay,Finance,Bengaluru,Sequoia and Jerry Yang,Seed / Angel Funding,12.429216196844383
16/02/2018,Fincash,Finance,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed / Angel Funding,11.918390573078392
19/02/2018,AyeFinance,Finance,Gurugram,"Hinduja Leyland Finance, IntelleGrow",Private Equity,15.150511624696614
20/02/2018,Agricxlab,Agriculture,Mumbai,Ankur Capital,Seed / Angel Funding,13.122363377404328
21/02/2018,Udaan,E-Commerce,Bengaluru,Lightspeed & Yuri Milner,Private Equity,17.72753356339242
21/02/2018,Capillary,IT,Bengaluru,"Wargburg Pincus, Sequoia",Private Equity,16.811242831518264
21/02/2018,The Healthy Billions,Healthcare,Gurugram,"Blume Ventures, HealthQuad and Fireside Ventures",Private Equity,14.557447902693651
21/02/2018,HighRadius,Technology,Hyderabad,"PNC, Citi Ventures",Private Equity,0.0
26/02/2018,Avishkaar Box,Ed-Tech,Delhi,Auxano Deals,Private Equity,13.557387287754038
26/02/2018,Planys Technologies,Technology,Chennai,"Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal",Private Equity,13.854731271117556
27/02/2018,Lollypop,Technology,Bengaluru,Dr Devi Shetty,Seed / Angel Funding,0.0
27/02/2018,Trilyo,Technology,Mumbai,"Startup Buddy,Amit Manocha and others",Seed / Angel Funding,12.429216196844383
28/02/2018,Gaana,Technology,Gurugram,"Tencent Holdings Ltd, Times Internet",Private Equity,18.560442686327523
28/02/2018,Credy,IT,Bengaluru,"Y Combinator, Khosla Ventures, Vy Capital and others",Seed / Angel Funding,14.151982794585487
28/02/2018,Predible Health,Healthcare,Bengaluru,Unitus Seed Fund,Seed/Angel Funding,0.0
02/01/2018,CleverTap,Technology,Mumbai,"Recruit Holdings, Sequoia Capital India, Accel Partners",Angel / Seed Funding,0.0
04/01/2018,EarlySalary,Finance,Pune,Eight Roads Ventures India,Private,16.569171270318538
05/01/2018,WOTU,E-commerce,Bengaluru,"Claris Capital, Mumbai Angels Network",Angel / Seed Funding,0.0
